Line,Turnout,variable,Date,value,DateTime,Remarks,ML_max,ML_min,SL_max,SL_min,status,Lat,Long,Passed,ML exceeds,SL exceeds,No value
KTL,KBDHP248,Crossing_Gauge at Nose_LH,2020-06-12,1432.0,2020-06-12 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2023-12-03,1431.0,2023-12-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2023-06-13,1431.0,2023-06-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2022-11-20,1430.0,2022-11-20 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2022-04-27,1431.0,2022-04-27 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2021-12-13,1432.0,2021-12-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2021-06-21,1431.0,2021-06-21 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2020-12-04,1432.0,2020-12-04 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP248,Crossing_Gauge at Nose_RH,2020-06-12,1432.0,2020-06-12 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2023-12-03,43.0,2023-12-03 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2023-06-13,43.0,2023-06-13 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2022-11-20,43.0,2022-11-20 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2022-04-27,43.0,2022-04-27 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2021-12-13,42.0,2021-12-13 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2021-06-21,42.0,2021-06-21 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_LH,2020-12-04,44.0,2020-12-04 00:00:00,Before,43.0,36.0,46.0,33.0,ML exceeds,22.3258603,114.2127642,0,1,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2023-12-03,43.0,2023-12-03 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2023-06-13,43.0,2023-06-13 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2022-11-20,43.0,2022-11-20 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2022-04-27,43.0,2022-04-27 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2021-12-13,43.0,2021-12-13 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2021-06-21,43.0,2021-06-21 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Check Rail Flangeway_RH,2020-12-04,46.0,2020-12-04 00:00:00,Before,43.0,36.0,46.0,33.0,ML exceeds,22.3258603,114.2127642,0,1,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2023-12-03,1432.0,2023-12-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2023-06-13,1432.0,2023-06-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2022-11-20,1432.0,2022-11-20 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2022-04-27,1433.0,2022-04-27 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2021-12-13,1433.0,2021-12-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2021-06-21,1433.0,2021-06-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_LH,2020-12-04,1432.0,2020-12-04 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2023-12-03,1441.0,2023-12-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2023-06-13,1441.0,2023-06-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2022-11-20,1440.0,2022-11-20 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2022-04-27,1441.0,2022-04-27 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2021-12-13,1442.0,2021-12-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2021-06-21,1441.0,2021-06-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge At Wing End/Lead_RH,2020-12-04,1441.0,2020-12-04 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2023-12-03,1438.0,2023-12-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2023-06-13,1438.0,2023-06-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2022-11-20,1438.0,2022-11-20 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2022-04-27,1439.0,2022-04-27 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2021-12-13,1440.0,2021-12-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2021-06-21,1438.0,2021-06-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_LH,2020-12-04,1438.0,2020-12-04 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2023-12-03,1439.0,2023-12-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2023-06-13,1438.0,2023-06-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2022-11-20,1438.0,2022-11-20 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2022-04-27,1439.0,2022-04-27 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2021-12-13,1440.0,2021-12-13 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2021-06-21,1439.0,2021-06-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Heel_RH,2020-12-04,1438.0,2020-12-04 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2023-12-03,1437.0,2023-12-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2023-06-13,1437.0,2023-06-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2022-11-20,1437.0,2022-11-20 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2022-04-27,1437.0,2022-04-27 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2021-12-13,1437.0,2021-12-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2021-06-21,1437.0,2021-06-21 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_LH,2020-12-04,1437.0,2020-12-04 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2023-12-03,1437.0,2023-12-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2023-06-13,1437.0,2023-06-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2022-11-20,1436.0,2022-11-20 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2022-04-27,1437.0,2022-04-27 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2021-12-13,1437.0,2021-12-13 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2021-06-21,1436.0,2021-06-21 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDHP249,Crossing_Gauge at Nose_RH,2020-12-04,1436.0,2020-12-04 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,Passed,22.3258603,114.2127642,1,0,0,0
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2023-06-28,,2023-06-28 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2023-01-23,,2023-01-23 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2022-06-26,,2022-06-26 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2022-01-03,,2022-01-03 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2021-07-07,,2021-07-07 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2021-01-21,,2021-01-21 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_LH,2020-07-03,,2020-07-03 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2023-06-28,,2023-06-28 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2023-01-23,,2023-01-23 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2022-06-26,,2022-06-26 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2022-01-03,,2022-01-03 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2021-07-07,,2021-07-07 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2021-01-21,,2021-01-21 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Check Rail Flangeway_RH,2020-07-03,,2020-07-03 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2023-06-28,,2023-06-28 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2023-01-23,,2023-01-23 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2022-06-26,,2022-06-26 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2022-01-03,,2022-01-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2021-07-07,,2021-07-07 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2021-01-21,,2021-01-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_LH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2023-06-28,,2023-06-28 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2023-01-23,,2023-01-23 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2022-06-26,,2022-06-26 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2022-01-03,,2022-01-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2021-07-07,,2021-07-07 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2021-01-21,,2021-01-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge At Wing End/Lead_RH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN53,Crossing_Gauge at Heel_LH,2023-06-28,,2023-06-28 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2023-01-23,,2023-01-23 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2022-06-26,,2022-06-26 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2022-01-03,,2022-01-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2021-07-07,,2021-07-07 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2021-01-21,,2021-01-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_LH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN53,Crossing_Gauge at Heel_RH,2023-06-28,,2023-06-28 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2023-01-23,,2023-01-23 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2022-06-26,,2022-06-26 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2022-01-03,,2022-01-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2021-07-07,,2021-07-07 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2021-01-21,,2021-01-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Heel_RH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN53,Crossing_Gauge at Nose_LH,2023-06-28,,2023-06-28 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2023-01-23,,2023-01-23 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2022-06-26,,2022-06-26 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2022-01-03,,2022-01-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2021-07-07,,2021-07-07 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2021-01-21,,2021-01-21 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_LH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN53,Crossing_Gauge at Nose_RH,2023-06-28,,2023-06-28 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2023-01-23,,2023-01-23 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2022-06-26,,2022-06-26 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2022-01-03,,2022-01-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2021-07-07,,2021-07-07 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2021-01-21,,2021-01-21 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN53,Crossing_Gauge at Nose_RH,2020-07-03,14.0,2020-07-03 00:00:00,Before,1437.0,1430.0,1447.0,1427.0,SL exceeds,22.3280199,114.2125057,0,0,1,0
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2023-06-26,,2023-06-26 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2023-01-02,,2023-01-02 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2022-07-07,,2022-07-07 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2022-03-21,42.0,2022-03-21 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3280199,114.2125057,1,0,0,0
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2022-01-04,,2022-01-04 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2021-07-02,,2021-07-02 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2021-01-13,,2021-01-13 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_LH,2020-07-06,,2020-07-06 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2023-06-26,,2023-06-26 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2023-01-02,,2023-01-02 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2022-07-07,,2022-07-07 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2022-03-21,39.0,2022-03-21 00:00:00,Before,43.0,36.0,46.0,33.0,Passed,22.3280199,114.2125057,1,0,0,0
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2022-01-04,,2022-01-04 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2021-07-02,,2021-07-02 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2021-01-13,,2021-01-13 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Check Rail Flangeway_RH,2020-07-06,,2020-07-06 00:00:00,Before,43.0,36.0,46.0,33.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Gauge At Wing End/Lead_LH,2023-06-26,,2023-06-26 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Gauge At Wing End/Lead_LH,2023-01-02,,2023-01-02 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Gauge At Wing End/Lead_LH,2022-07-07,,2022-07-07 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
KTL,KBDN54,Crossing_Gauge At Wing End/Lead_LH,2022-03-21,1444.0,2022-03-21 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,Passed,22.3280199,114.2125057,1,0,0,0
KTL,KBDN54,Crossing_Gauge At Wing End/Lead_LH,2022-01-04,,2022-01-04 00:00:00,Before,1444.0,1429.0,1457.0,1427.0,No value,22.3280199,114.2125057,0,0,0,1
